Date,Time,Police Station,City,State,Crime Type,Fir Number
2021-02-28,02:59:10,Bandra Police Station,Mumbai,Maharashtra,Theft,FIR000294
2024-07-07,12:23:42,Connaught Place Police Station,Kolkata,West Bengal,Fraud,FIR000295
2022-09-03,18:05:22,Bandra Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR000296
2022-06-11,21:45:54,Park Street Police Station,Chennai,Tamil Nadu,Assault,FIR000297
2020-10-19,00:47:05,Bandra Police Station,Bengaluru,Karnataka,Kidnapping,FIR000298
2023-07-13,22:16:44,Connaught Place Police Station,Bengaluru,Karnataka,Fraud,FIR000299
2021-10-31,04:50:35,Park Street Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR000300
2022-07-12,17:07:02,Sector 18 Police Station,Chennai,Tamil Nadu,Robbery,FIR000301
2023-09-16,15:01:46,Lajpat Nagar Police Station,Jaipur,Rajasthan,Theft,FIR000302
2021-05-08,06:44:22,MG Road Police Station,Chennai,Tamil Nadu,Robbery,FIR000303
2023-04-24,12:01:24,Park Street Police Station,New Delhi,Delhi,Cyber Crime,FIR000304
2021-04-03,10:32:01,Lajpat Nagar Police Station,Mumbai,Maharashtra,Kidnapping,FIR000305
2024-03-13,23:52:21,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Murder,FIR000306
2023-06-25,08:25:45,Bandra Police Station,Jaipur,Rajasthan,Robbery,FIR000307
2020-12-10,05:50:03,Lajpat Nagar Police Station,Kolkata,West Bengal,Cyber Crime,FIR000308
2022-10-25,01:13:45,Bandra Police Station,Kolkata,West Bengal,Fraud,FIR000309
2023-10-27,04:27:15,MG Road Police Station,Hyderabad,Telangana,Fraud,FIR000310
2022-04-15,01:41:27,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR000311
2022-01-11,11:41:49,Lajpat Nagar Police Station,New Delhi,Delhi,Assault,FIR000312
2021-11-18,12:41:56,Lajpat Nagar Police Station,Jaipur,Rajasthan,Murder,FIR000313
2021-03-08,22:27:17,Bandra Police Station,Patna,Bihar,Fraud,FIR000314
2022-04-17,02:16:09,MG Road Police Station,Ahmedabad,Gujarat,Fraud,FIR000315
2021-12-01,19:03:34,Connaught Place Police Station,Ahmedabad,Gujarat,Assault,FIR000316
2022-11-08,15:44:38,Nungambakkam Police Station,Jaipur,Rajasthan,Robbery,FIR000317
2022-07-20,19:17:24,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Assault,FIR000318
2022-08-25,12:07:08,Connaught Place Police Station,Mumbai,Maharashtra,Fraud,FIR000319
2022-09-24,02:33:12,MG Road Police Station,Jaipur,Rajasthan,Kidnapping,FIR000320
2021-03-01,14:08:27,Park Street Police Station,Ahmedabad,Gujarat,Fraud,FIR000321
2020-11-02,15:28:57,Cantonment Police Station,Jaipur,Rajasthan,Fraud,FIR000322
2024-01-04,22:41:20,Connaught Place Police Station,Bengaluru,Karnataka,Fraud,FIR000323
2021-02-22,07:55:19,Park Street Police Station,Patna,Bihar,Theft,FIR000324
2023-05-30,19:19:13,Cantonment Police Station,Hyderabad,Telangana,Theft,FIR000325
2024-07-23,17:30:57,Nungambakkam Police Station,Hyderabad,Telangana,Theft,FIR000326
2021-05-10,06:09:46,Nungambakkam Police Station,Kolkata,West Bengal,Kidnapping,FIR000327
2020-11-10,16:06:49,Bandra Police Station,Ahmedabad,Gujarat,Theft,FIR000328
2024-04-08,05:17:59,Bandra Police Station,Hyderabad,Telangana,Murder,FIR000329
2021-09-20,05:29:14,Connaught Place Police Station,Jaipur,Rajasthan,Kidnapping,FIR000330
2024-07-26,17:54:20,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR000331
2024-08-21,07:20:33,Park Street Police Station,Ahmedabad,Gujarat,Theft,FIR000332
2021-06-12,14:33:59,Park Street Police Station,Jaipur,Rajasthan,Theft,FIR000333
2023-01-30,07:28:53,MG Road Police Station,Patna,Bihar,Assault,FIR000334
2023-06-04,12:34:50,MG Road Police Station,Ahmedabad,Gujarat,Kidnapping,FIR000335
2021-12-14,13:37:09,Bandra Police Station,Mumbai,Maharashtra,Fraud,FIR000336
2023-07-01,04:28:11,MG Road Police Station,Bengaluru,Karnataka,Murder,FIR000337
2022-11-22,21:19:22,Park Street Police Station,Hyderabad,Telangana,Murder,FIR000338
2021-01-15,10:38:23,Park Street Police Station,Mumbai,Maharashtra,Robbery,FIR000339
2021-04-19,12:16:14,Sector 18 Police Station,Lucknow,Uttar Pradesh,Fraud,FIR000340
2021-12-27,16:00:20,Park Street Police Station,Ahmedabad,Gujarat,Theft,FIR000341
2024-01-25,15:28:32,Nungambakkam Police Station,Jaipur,Rajasthan,Theft,FIR000342
2020-10-30,20:41:38,Sector 18 Police Station,Chennai,Tamil Nadu,Theft,FIR000343
2024-05-18,08:52:03,Lajpat Nagar Police Station,Patna,Bihar,Robbery,FIR000344
2021-02-15,19:32:49,Connaught Place Police Station,Lucknow,Uttar Pradesh,Assault,FIR000345
2024-07-14,19:50:33,Nungambakkam Police Station,Jaipur,Rajasthan,Fraud,FIR000346
2023-04-08,16:50:37,Park Street Police Station,Patna,Bihar,Cyber Crime,FIR000347
2022-04-27,00:55:16,MG Road Police Station,Chennai,Tamil Nadu,Robbery,FIR000348
2022-11-16,15:09:35,Connaught Place Police Station,Mumbai,Maharashtra,Cyber Crime,FIR000349
2023-03-05,08:23:33,MG Road Police Station,Hyderabad,Telangana,Robbery,FIR000350
2024-07-11,17:07:40,Bandra Police Station,Kolkata,West Bengal,Murder,FIR000351
2023-09-07,03:02:09,Bandra Police Station,Jaipur,Rajasthan,Assault,FIR000352
2023-03-24,20:31:44,Connaught Place Police Station,Jaipur,Rajasthan,Murder,FIR000353
2021-05-29,05:54:27,Connaught Place Police Station,Bengaluru,Karnataka,Murder,FIR000354
2021-02-18,04:06:15,Lajpat Nagar Police Station,Hyderabad,Telangana,Cyber Crime,FIR000355
2021-06-20,05:57:33,Nungambakkam Police Station,Chennai,Tamil Nadu,Kidnapping,FIR000356
2022-11-10,19:57:33,Park Street Police Station,Kolkata,West Bengal,Assault,FIR000357
2021-07-14,19:25:41,Sector 18 Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR000358
2022-08-09,23:18:25,Bandra Police Station,Patna,Bihar,Murder,FIR000359
2024-03-18,23:59:25,Bandra Police Station,Patna,Bihar,Cyber Crime,FIR000360
2023-02-07,19:35:28,Bandra Police Station,Lucknow,Uttar Pradesh,Theft,FIR000361
2022-05-08,11:30:18,MG Road Police Station,New Delhi,Delhi,Fraud,FIR000362
2024-03-28,15:46:36,Lajpat Nagar Police Station,New Delhi,Delhi,Assault,FIR000363
2024-06-22,20:00:32,Bandra Police Station,Kolkata,West Bengal,Murder,FIR000364
2020-10-18,20:40:02,Bandra Police Station,Jaipur,Rajasthan,Murder,FIR000365
2024-07-05,19:21:03,Lajpat Nagar Police Station,Hyderabad,Telangana,Fraud,FIR000366
2023-08-30,21:27:15,Lajpat Nagar Police Station,Patna,Bihar,Kidnapping,FIR000367
2022-06-12,02:30:55,Sector 18 Police Station,Ahmedabad,Gujarat,Robbery,FIR000368
2022-10-19,18:41:30,Sector 18 Police Station,Chennai,Tamil Nadu,Kidnapping,FIR000369
2021-08-04,06:02:33,Cantonment Police Station,Ahmedabad,Gujarat,Fraud,FIR000370
2023-05-06,00:36:50,Connaught Place Police Station,Mumbai,Maharashtra,Kidnapping,FIR000371
2023-12-07,09:08:02,Lajpat Nagar Police Station,Patna,Bihar,Fraud,FIR000372
2022-05-29,13:05:19,Connaught Place Police Station,Kolkata,West Bengal,Theft,FIR000373
2022-08-08,11:47:20,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Robbery,FIR000374
2024-05-23,06:03:48,Nungambakkam Police Station,Kolkata,West Bengal,Fraud,FIR000375
2021-07-13,16:12:03,Connaught Place Police Station,Patna,Bihar,Fraud,FIR000376
2022-03-28,09:59:44,Cantonment Police Station,Patna,Bihar,Assault,FIR000377
2020-10-09,22:24:18,Connaught Place Police Station,New Delhi,Delhi,Fraud,FIR000378
2024-05-22,08:20:29,Lajpat Nagar Police Station,Hyderabad,Telangana,Theft,FIR000379
2022-09-12,18:52:45,Nungambakkam Police Station,New Delhi,Delhi,Cyber Crime,FIR000380
2024-08-02,13:15:40,Sector 18 Police Station,Lucknow,Uttar Pradesh,Theft,FIR000381
2021-03-21,16:33:02,Cantonment Police Station,Ahmedabad,Gujarat,Assault,FIR000382
2021-03-22,07:50:36,Sector 18 Police Station,Patna,Bihar,Fraud,FIR000383
2024-04-22,01:49:41,Connaught Place Police Station,Jaipur,Rajasthan,Murder,FIR000384
2022-10-13,04:22:08,Sector 18 Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR000385
2023-02-01,00:19:59,Connaught Place Police Station,Ahmedabad,Gujarat,Fraud,FIR000386
2021-03-25,18:01:10,Lajpat Nagar Police Station,Bengaluru,Karnataka,Theft,FIR000387
2024-01-25,11:32:57,Nungambakkam Police Station,Hyderabad,Telangana,Robbery,FIR000388
2022-01-09,16:25:20,Nungambakkam Police Station,Bengaluru,Karnataka,Fraud,FIR000389
2022-11-08,19:08:40,Cantonment Police Station,Hyderabad,Telangana,Theft,FIR000390
2024-07-14,08:55:20,Bandra Police Station,Jaipur,Rajasthan,Robbery,FIR000391
2024-07-02,23:34:28,Bandra Police Station,Ahmedabad,Gujarat,Murder,FIR000392
2022-01-13,13:31:06,MG Road Police Station,Lucknow,Uttar Pradesh,Fraud,FIR000393
2020-09-21,07:36:22,Park Street Police Station,New Delhi,Delhi,Theft,FIR000394
2022-03-19,10:23:41,Nungambakkam Police Station,Chennai,Tamil Nadu,Theft,FIR000395
2021-08-09,13:40:44,MG Road Police Station,Jaipur,Rajasthan,Cyber Crime,FIR000396
2022-11-02,02:49:05,Sector 18 Police Station,Mumbai,Maharashtra,Assault,FIR000397
2024-04-16,00:48:44,Nungambakkam Police Station,Ahmedabad,Gujarat,Robbery,FIR000398
2024-05-25,10:11:53,Bandra Police Station,Ahmedabad,Gujarat,Assault,FIR000399
2023-03-12,21:58:36,Nungambakkam Police Station,Patna,Bihar,Murder,FIR000400
2022-03-08,12:46:44,Connaught Place Police Station,Mumbai,Maharashtra,Murder,FIR000401
2024-01-17,23:50:25,MG Road Police Station,Jaipur,Rajasthan,Assault,FIR000402
2024-01-14,04:45:45,MG Road Police Station,Mumbai,Maharashtra,Theft,FIR000403
2022-04-11,20:48:56,Bandra Police Station,Jaipur,Rajasthan,Fraud,FIR000404
2021-04-11,11:25:11,Park Street Police Station,Jaipur,Rajasthan,Robbery,FIR000405
2020-12-29,04:30:40,Lajpat Nagar Police Station,Hyderabad,Telangana,Fraud,FIR000406
2023-05-25,13:24:25,Sector 18 Police Station,Patna,Bihar,Fraud,FIR000407
2022-01-10,13:07:48,Bandra Police Station,Kolkata,West Bengal,Cyber Crime,FIR000408
2024-06-03,00:15:01,Cantonment Police Station,Ahmedabad,Gujarat,Theft,FIR000409
2021-09-20,12:16:29,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Murder,FIR000410
2023-09-18,17:56:09,Sector 18 Police Station,Jaipur,Rajasthan,Theft,FIR000411
2021-03-28,02:58:20,Park Street Police Station,Jaipur,Rajasthan,Murder,FIR000412
2021-02-06,13:59:40,Connaught Place Police Station,Hyderabad,Telangana,Murder,FIR000413
2022-11-22,03:39:35,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Fraud,FIR000414
2023-03-31,11:12:25,Connaught Place Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR000415
2021-08-16,05:33:53,Connaught Place Police Station,Jaipur,Rajasthan,Theft,FIR000416
2023-02-14,05:52:36,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR000417
2022-10-06,16:25:28,Nungambakkam Police Station,Chennai,Tamil Nadu,Assault,FIR000418
2021-12-06,10:32:12,Bandra Police Station,Mumbai,Maharashtra,Cyber Crime,FIR000419
2022-07-22,09:36:10,MG Road Police Station,New Delhi,Delhi,Theft,FIR000420
2022-06-06,23:43:01,Bandra Police Station,Hyderabad,Telangana,Robbery,FIR000421
2020-10-13,08:52:47,Park Street Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR000422
2021-08-24,08:21:30,Bandra Police Station,Ahmedabad,Gujarat,Theft,FIR000423
2022-01-31,22:54:46,Cantonment Police Station,Hyderabad,Telangana,Theft,FIR000424
2023-11-07,08:03:44,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR000425
2020-10-24,07:07:44,Lajpat Nagar Police Station,Bengaluru,Karnataka,Robbery,FIR000426
2021-12-30,03:20:24,Lajpat Nagar Police Station,Patna,Bihar,Robbery,FIR000427
2022-06-25,12:16:53,Sector 18 Police Station,Chennai,Tamil Nadu,Theft,FIR000428
2024-01-13,22:09:35,Lajpat Nagar Police Station,Patna,Bihar,Kidnapping,FIR000429
2022-05-16,05:08:39,MG Road Police Station,Jaipur,Rajasthan,Cyber Crime,FIR000430
2021-02-05,14:13:25,Connaught Place Police Station,New Delhi,Delhi,Assault,FIR000431
2023-04-26,21:48:10,Bandra Police Station,Patna,Bihar,Robbery,FIR000432
2020-12-06,23:30:44,Sector 18 Police Station,Lucknow,Uttar Pradesh,Murder,FIR000433
2021-10-08,20:24:11,MG Road Police Station,Ahmedabad,Gujarat,Theft,FIR000434
2024-06-08,19:11:38,Nungambakkam Police Station,Mumbai,Maharashtra,Cyber Crime,FIR000435
2023-05-10,21:00:37,Sector 18 Police Station,Lucknow,Uttar Pradesh,Murder,FIR000436
2022-09-08,08:47:51,Sector 18 Police Station,Kolkata,West Bengal,Theft,FIR000437
2023-09-15,07:22:34,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Murder,FIR000438
2022-09-24,22:49:42,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Assault,FIR000439
2023-12-09,01:51:02,MG Road Police Station,Patna,Bihar,Murder,FIR000440
2020-11-24,01:41:45,Cantonment Police Station,Lucknow,Uttar Pradesh,Murder,FIR000441
2023-08-10,16:51:08,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR000442
2022-01-06,23:13:54,Connaught Place Police Station,Mumbai,Maharashtra,Kidnapping,FIR000443
2021-01-30,16:46:03,Lajpat Nagar Police Station,Bengaluru,Karnataka,Kidnapping,FIR000444
2022-04-04,10:57:01,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR000445
2021-01-14,15:55:37,Park Street Police Station,Hyderabad,Telangana,Cyber Crime,FIR000446
2024-01-11,22:21:19,Bandra Police Station,Hyderabad,Telangana,Robbery,FIR000447
2021-04-18,13:33:11,Nungambakkam Police Station,Chennai,Tamil Nadu,Robbery,FIR000448
2021-04-10,08:57:20,Cantonment Police Station,Jaipur,Rajasthan,Assault,FIR000449
2024-02-01,23:11:41,Nungambakkam Police Station,Bengaluru,Karnataka,Kidnapping,FIR000450
2022-10-26,20:57:08,Lajpat Nagar Police Station,Bengaluru,Karnataka,Theft,FIR000451
2022-05-29,04:10:12,Nungambakkam Police Station,Ahmedabad,Gujarat,Assault,FIR000452
2023-08-03,07:03:11,Nungambakkam Police Station,Mumbai,Maharashtra,Cyber Crime,FIR000453
2024-05-22,09:08:09,Nungambakkam Police Station,Ahmedabad,Gujarat,Robbery,FIR000454
2021-03-04,12:42:12,Bandra Police Station,Jaipur,Rajasthan,Robbery,FIR000455
2022-09-13,15:11:46,Connaught Place Police Station,Hyderabad,Telangana,Theft,FIR000456
2022-06-24,09:56:37,Cantonment Police Station,Mumbai,Maharashtra,Fraud,FIR000457
2020-11-22,19:47:01,Sector 18 Police Station,Bengaluru,Karnataka,Kidnapping,FIR000458
2022-08-03,11:25:48,Bandra Police Station,Hyderabad,Telangana,Assault,FIR000459
2021-05-03,00:38:32,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR000460
2021-07-04,03:05:10,Connaught Place Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR000461
2021-06-21,04:46:34,Lajpat Nagar Police Station,Bengaluru,Karnataka,Robbery,FIR000462
2022-04-19,00:30:13,Nungambakkam Police Station,Patna,Bihar,Cyber Crime,FIR000463
2023-10-01,17:08:18,Connaught Place Police Station,Hyderabad,Telangana,Murder,FIR000464
2023-04-23,20:55:22,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR000465
2023-06-16,22:29:16,MG Road Police Station,Lucknow,Uttar Pradesh,Fraud,FIR000466
2021-10-20,21:49:05,MG Road Police Station,Lucknow,Uttar Pradesh,Murder,FIR000467
2023-03-29,09:20:13,MG Road Police Station,Ahmedabad,Gujarat,Fraud,FIR000468
2020-10-27,04:15:54,Connaught Place Police Station,Ahmedabad,Gujarat,Fraud,FIR000469
2023-06-07,08:37:38,Connaught Place Police Station,Jaipur,Rajasthan,Theft,FIR000470
2021-08-14,13:11:48,Lajpat Nagar Police Station,Hyderabad,Telangana,Robbery,FIR000471
2021-02-06,11:01:55,Lajpat Nagar Police Station,Kolkata,West Bengal,Fraud,FIR000472
2021-03-24,18:50:40,Sector 18 Police Station,Hyderabad,Telangana,Robbery,FIR000473
2024-08-21,19:32:10,Connaught Place Police Station,Chennai,Tamil Nadu,Robbery,FIR000474
2022-04-30,01:00:47,MG Road Police Station,Jaipur,Rajasthan,Theft,FIR000475
2024-08-17,11:37:03,Nungambakkam Police Station,New Delhi,Delhi,Assault,FIR000476
2024-04-14,08:19:12,Park Street Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR000477
2022-08-29,22:52:48,Sector 18 Police Station,Lucknow,Uttar Pradesh,Fraud,FIR000478
2021-01-22,01:41:43,Cantonment Police Station,Jaipur,Rajasthan,Cyber Crime,FIR000479
2021-12-05,17:58:20,Connaught Place Police Station,New Delhi,Delhi,Fraud,FIR000480
2022-05-04,06:22:31,Cantonment Police Station,New Delhi,Delhi,Robbery,FIR000481
2023-06-24,01:26:51,Connaught Place Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR000482
2021-12-03,06:20:13,Sector 18 Police Station,Bengaluru,Karnataka,Theft,FIR000483
2024-05-25,00:49:25,Park Street Police Station,Jaipur,Rajasthan,Cyber Crime,FIR000484
2023-02-21,12:47:50,Nungambakkam Police Station,Mumbai,Maharashtra,Murder,FIR000485
2023-02-14,00:02:03,Bandra Police Station,Hyderabad,Telangana,Kidnapping,FIR000486
2021-08-19,02:12:19,Bandra Police Station,Mumbai,Maharashtra,Assault,FIR000487
2022-07-14,01:21:50,Cantonment Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR000488
2020-10-09,18:06:54,Cantonment Police Station,Lucknow,Uttar Pradesh,Assault,FIR000489
2023-07-12,22:34:17,Lajpat Nagar Police Station,Bengaluru,Karnataka,Cyber Crime,FIR000490
2023-11-16,17:04:35,Lajpat Nagar Police Station,Bengaluru,Karnataka,Murder,FIR000491
2021-02-14,08:20:39,Cantonment Police Station,Mumbai,Maharashtra,Kidnapping,FIR000492
2022-12-17,12:25:39,Nungambakkam Police Station,Jaipur,Rajasthan,Theft,FIR000493
2021-05-30,14:03:17,Connaught Place Police Station,Hyderabad,Telangana,Assault,FIR000494
2023-01-11,00:36:42,Sector 18 Police Station,Hyderabad,Telangana,Fraud,FIR000495
2023-06-10,06:56:43,Nungambakkam Police Station,Kolkata,West Bengal,Kidnapping,FIR000496
2023-06-06,22:38:10,Cantonment Police Station,Kolkata,West Bengal,Robbery,FIR000497
2024-08-04,03:46:50,Bandra Police Station,Patna,Bihar,Murder,FIR000498
2024-05-07,11:53:14,Cantonment Police Station,Bengaluru,Karnataka,Murder,FIR000499
2024-07-29,08:11:53,Nungambakkam Police Station,New Delhi,Delhi,Assault,FIR000500
2023-05-15,09:32:04,Connaught Place Police Station,Mumbai,Maharashtra,Kidnapping,FIR000501
2021-01-16,23:27:33,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Robbery,FIR000502
2022-11-30,12:52:54,Lajpat Nagar Police Station,Patna,Bihar,Assault,FIR000503
2023-08-24,12:09:46,MG Road Police Station,Patna,Bihar,Kidnapping,FIR000504
2021-06-25,17:50:56,Bandra Police Station,Hyderabad,Telangana,Murder,FIR000505
2021-06-24,10:47:03,Connaught Place Police Station,Kolkata,West Bengal,Kidnapping,FIR000506
2022-12-05,23:14:30,Sector 18 Police Station,New Delhi,Delhi,Kidnapping,FIR000507
2021-07-02,01:19:30,Park Street Police Station,Hyderabad,Telangana,Fraud,FIR000508
2022-07-07,17:20:51,Nungambakkam Police Station,Chennai,Tamil Nadu,Fraud,FIR000509
2022-12-01,18:02:34,Nungambakkam Police Station,Bengaluru,Karnataka,Assault,FIR000510
2023-09-13,23:27:58,Connaught Place Police Station,Jaipur,Rajasthan,Fraud,FIR000511
2022-03-28,08:56:39,Lajpat Nagar Police Station,Mumbai,Maharashtra,Kidnapping,FIR000512
2024-02-05,18:01:25,Park Street Police Station,Mumbai,Maharashtra,Fraud,FIR000513
2021-07-07,01:06:37,Lajpat Nagar Police Station,Kolkata,West Bengal,Assault,FIR000514
2022-09-04,09:20:59,Cantonment Police Station,Kolkata,West Bengal,Cyber Crime,FIR000515
2022-07-19,09:22:18,Park Street Police Station,Ahmedabad,Gujarat,Assault,FIR000516
2020-11-16,09:32:51,MG Road Police Station,Patna,Bihar,Murder,FIR000517
2022-09-16,05:22:24,Lajpat Nagar Police Station,Hyderabad,Telangana,Murder,FIR000518
2022-07-24,08:35:25,Sector 18 Police Station,Mumbai,Maharashtra,Kidnapping,FIR000519
2024-02-24,04:12:37,Park Street Police Station,Chennai,Tamil Nadu,Assault,FIR000520
2023-11-21,04:52:32,Connaught Place Police Station,Ahmedabad,Gujarat,Robbery,FIR000521
2022-08-24,20:59:37,Sector 18 Police Station,Bengaluru,Karnataka,Kidnapping,FIR000522
2024-09-10,17:36:33,Connaught Place Police Station,Mumbai,Maharashtra,Cyber Crime,FIR000523
2023-04-12,20:41:51,Sector 18 Police Station,Hyderabad,Telangana,Kidnapping,FIR000524
2022-09-22,12:05:54,Park Street Police Station,New Delhi,Delhi,Murder,FIR000525
2022-06-01,10:27:37,MG Road Police Station,Ahmedabad,Gujarat,Kidnapping,FIR000526
2021-02-16,21:32:37,Connaught Place Police Station,Ahmedabad,Gujarat,Assault,FIR000527
2022-07-10,05:31:32,Bandra Police Station,Kolkata,West Bengal,Fraud,FIR000528
2022-03-04,18:09:18,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR000529
2023-03-06,13:21:44,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Assault,FIR000530
2023-01-13,10:35:19,Sector 18 Police Station,New Delhi,Delhi,Cyber Crime,FIR000531
2021-03-19,14:24:41,Park Street Police Station,Jaipur,Rajasthan,Assault,FIR000532
2023-01-15,21:27:40,Cantonment Police Station,Ahmedabad,Gujarat,Assault,FIR000533
2021-06-17,12:10:19,Cantonment Police Station,Patna,Bihar,Murder,FIR000534
2021-03-31,14:56:47,Nungambakkam Police Station,Patna,Bihar,Fraud,FIR000535
2023-02-15,22:30:26,Lajpat Nagar Police Station,New Delhi,Delhi,Murder,FIR000536
2023-08-14,12:17:36,Sector 18 Police Station,Hyderabad,Telangana,Fraud,FIR000537
